reading,hanja,unicode,meaning_kw,meaning_tags
승,榺,U+69BA,,균형
승,氶,U+6C36,,균형
승,塍,U+584D,밭두둑,균형
승,㞼,U+37BC,,균형
승,陹,U+9679,,균형
승,鬙,U+9B19,터럭 더부룩할,균형
승,㴍,U+3D0D,,균형
승,阩,U+9629,,균형
시,詩,U+8A69,귀글,균형
시,施,U+65BD,베풀,균형
시,試,U+8A66,시험할,균형
시,始,U+59CB,비로소,균형
시,柹,U+67F9,감,균형
시,柿,U+67FF,감나무,균형
시,枾,U+67BE,감나무,균형
식,栻,U+683B,점판,균형
식,埴,U+57F4,찰진흙,균형
식,殖,U+6B96,날,균형
식,湜,U+6E5C,물 맑을,청렴
식,軾,U+8EFE,수레앞 가로막이 나무,균형
식,寔,U+5BD4,이,균형
식,拭,U+62ED,닦을,균형
식,熄,U+7184,불 꺼질,균형
식,篒,U+7BD2,대밥통,개방
식,蝕,U+8755,벌레먹을,균형
식,媳,U+5AB3,며느리,균형
신,信,U+4FE1,믿을,균형
신,辛,U+8F9B,매울,균형
신,新,U+65B0,새,균형
신,伸,U+4F38,펼,개방
실,失,U+5931,잃을,균형
실,室,U+5BA4,집,균형
실,實,U+5BE6,열매,개방
실,悉,U+6089,모두,균형
실,蟋,U+87CB,귀뚜라미,균형
실,実,U+5B9F,열매,개방
심,沁,U+6C81,스며들,균형
심,沈,U+6C88,성씨,균형
심,瀋,U+700B,즙 낼,균형
심,芯,U+82AF,등심초,균형
심,諶,U+8AF6,참,균형
심,潯,U+6F6F,물가,균형
심,燖,U+71D6,삶을,균형
심,葚,U+845A,뽕나무 열매,개방
심,鐔,U+9414,칼날 아래 코등이,균형
심,鱏,U+9C4F,칼철갑상어,균형
십,十,U+5341,열,개방
십,什,U+4EC0,열 사람,개방
십,拾,U+62FE,十의 갖은,균형
쌍,雙,U+96D9,짝,균형
쌍,双,U+53CC,짝,균형
씨,氏,U+6C0F,성,균형
아,硪,U+786A,,균형
아,皒,U+7692,,균형
아,砑,U+7811,갈,균형
아,婭,U+5A6D,,균형
아,椏,U+690F,,균형
아,啊,U+554A,사랑할,균형
아,妿,U+59BF,,균형
아,猗,U+7317,부드러울,유연
아,枒,U+6792,,균형
아,丫,U+4E2B,가장귀,강인함
아,疴,U+75B4,앓을,균형
아,笌,U+7B0C,대싹,균형
아,迓,U+8FD3,마중할,균형
아,錏,U+930F,투구의 목가림,균형
악,惡,U+60E1,나쁠,균형
악,岳,U+5CB3,큰 산,성장
안,晏,U+664F,늦을,균형
안,按,U+6309,살필,균형
안,鞍,U+978D,안장,강인함
안,鮟,U+9B9F,아귀,균형
안,𤎝,U+2439D,,균형
안,姲,U+59F2,,균형
안,婩,U+5A69,,균형
안,矸,U+77F8,,균형
안,侒,U+4F92,편안할,안정
안,䭓,U+4B53,,균형
안,犴,U+72B4,들개,개방
안,錌,U+930C,,균형
안,妟,U+599F,,균형
안,雁,U+96C1,기러기,균형
안,鴈,U+9D08,기러기,균형
안,案,U+6848,책상,균형
안,桉,U+6849,안석,균형
알,謁,U+8B01,아뢸,균형
알,斡,U+65A1,돌릴,균형
알,軋,U+8ECB,수레 삐걱거릴,균형
알,閼,U+95BC,가로막을,균형
알,嘎,U+560E,새소리,균형
알,揠,U+63E0,뽑을,균형
알,穵,U+7A75,구멍,균형
알,訐,U+8A10,들추어 낼,균형
알,遏,U+904F,막을,균형
알,頞,U+981E,콧마루,균형
알,鴶,U+9D36,뻐꾸기,균형
암,暗,U+6697,어두울,균형
암,巖,U+5DD6,바위,균형
암,岩,U+5CA9,바위,균형
압,壓,U+58D3,누를,균형
압,押,U+62BC,수결 둘,균형
압,鴨,U+9D28,오리,균형
압,狎,U+72CE,친근할,균형
앙,仰,U+4EF0,우러를,균형
앙,央,U+592E,가운데,균형
앙,殃,U+6B83,재앙,균형
앙,鴦,U+9D26,암원앙새,균형
앙,怏,U+600F,원망할,균형
앙,秧,U+79E7,모,균형
앙,昂,U+6602,높을,균형
앙,卬,U+536C,자기,균형
앙,坱,U+5771,티끌,균형
앙,盎,U+76CE,동이,균형
앙,鞅,U+9785,가슴걸이,균형
앙,泱,U+6CF1,끝없을,균형
앙,昻,U+663B,오를,균형
애,愛,U+611B,사랑,균형
애,哀,U+54C0,슬플,균형
애,涯,U+6DAF,물가,균형
애,娭,U+5A2D,계집종,균형
애,崕,U+5D15,낭떠러지,균형
애,挨,U+6328,밀칠,균형
애,捱,U+6371,막을,균형
애,欸,U+6B38,한숨쉴,균형
애,漄,U+6F04,물가,균형
애,獃,U+7343,어리석을,균형
애,皚,U+769A,흴,균형
애,睚,U+775A,눈흘길,균형
애,瞹,U+77B9,흐릿할,균형
애,磑,U+78D1,맷돌,균형
애,薆,U+8586,숨겨질,균형
애,藹,U+85F9,화기로울,균형
애,靉,U+9749,구름낄,균형
애,礙,U+7919,막을,균형
애,碍,U+788D,거리낄,균형
액,厄,U+5384,재앙,균형
액,額,U+984D,이마,균형
액,液,U+6DB2,즙,균형
액,扼,U+627C,움켜쥘,균형
액,掖,U+6396,겨드랑이에 낄,균형
액,縊,U+7E0A,목 맬,균형
액,腋,U+814B,겨드랑이,균형
액,呝,U+545D,울,균형
액,戹,U+6239,좁을,균형
액,搤,U+6424,움켜쥘,균형
액,阨,U+9628,막힐,균형
야,也,U+4E5F,단정의 어조사,청렴
야,夜,U+591C,밤,균형
야,野,U+91CE,들판,균형
야,耶,U+8036,의문의 어조야,균형
야,冶,U+51B6,단련할,균형
야,倻,U+503B,땅이름,균형
야,惹,U+60F9,끌릴,균형
야,椰,U+6930,야자나무,균형
야,爺,U+723A,아비,균형
야,若,U+82E5,땅이름,균형
야,捓,U+6353,,균형
야,埜,U+57DC,들판,균형
야,揶,U+63F6,희롱할,균형
약,葯,U+846F,꽃밥,균형
약,蒻,U+84BB,구약나물,균형
약,爚,U+721A,스러질,균형
약,禴,U+79B4,종묘의 여름제사,균형
약,篛,U+7BDB,죽순,유연
약,籥,U+7C65,피리,균형
약,鑰,U+9470,자물쇠,균형
약,鶸,U+9DB8,댓닭,균형
약,龠,U+9FA0,피리,균형
양,陽,U+967D,볕,균형
양,讓,U+8B93,사양할,균형
양,壤,U+58E4,흙,균형
양,樣,U+6A23,모양,균형
양,昜,U+661C,,균형
양,揚,U+63DA,드높일,밝음
양,敭,U+656D,오를,균형
어,圄,U+5704,가둘,균형
어,瘀,U+7600,어혈질,균형
어,禦,U+79A6,막을,균형
어,馭,U+99AD,말 부릴,균형
어,齬,U+9F6C,이 어긋날,균형
어,唹,U+5539,고요히 웃을,안정
어,䘘,U+4618,,균형
어,圉,U+5709,마부,균형
어,敔,U+6554,금할,균형
어,淤,U+6DE4,앙금,균형
어,飫,U+98EB,먹기 싫을,균형
억,億,U+5104,억,균형
억,憶,U+61B6,생각,균형
억,抑,U+6291,누를,균형
억,檍,U+6A8D,참죽나무,균형
억,臆,U+81C6,가슴,균형
억,繶,U+7E76,땋은 노,균형
언,言,U+8A00,말씀,균형
언,焉,U+7109,어찌,균형
언,諺,U+8AFA,상말,균형
언,彥,U+5F65,착한 선비,균형
언,偃,U+5043,자빠질,균형
언,堰,U+5830,방죽,개방
언,嫣,U+5AE3,생긋생긋 웃을,균형
언,傿,U+50BF,고을 이름,균형
언,匽,U+533D,숨길,균형
언,讞,U+8B9E,죄 의논할,균형
언,鄢,U+9122,땅이름,균형
언,鼴,U+9F34,두더쥐,균형
언,鼹,U+9F39,두더지,균형
언,嘕,U+5615,기꺼워할,균형
언,鶠,U+9DA0,,균형
언,彦,U+5F66,착한 선비,균형
얼,孼,U+5B7C,첩자식,균형
얼,蘖,U+8616,그루터기,균형
얼,糱,U+7CF1,,균형
얼,乻,U+4E7B,땅 이름,균형
얼,臬,U+81EC,법,균형
얼,糵,U+7CF5,,균형
엄,嚴,U+56B4,굳셀,강인함
엄,奄,U+5944,문득,균형
엄,俺,U+4FFA,자기,균형
엄,掩,U+63A9,거둘,균형
엄,儼,U+513C,공경할,균형
엄,淹,U+6DF9,담글,균형
엄,龑,U+9F91,,균형
엄,崦,U+5D26,해 지는 산 이름,밝음
엄,曮,U+66EE,해 다니는 길,밝음
엄,罨,U+7F68,그물,균형
엄,醃,U+9183,절일,밝음
엄,閹,U+95B9,고자,균형
엄,广,U+5E7F,바윗집,균형
엄,厳,U+53B3,엄할,균형
업,業,U+696D,일,밝음
업,嶪,U+5DAA,산이 높고 웅장할,강인함
업,嶫,U+5DAB,험춘할,균형
업,鄴,U+9134,땅이름,균형
여,歟,U+6B5F,그런가할 어조사,균형
여,璵,U+74B5,보배옥,균형
여,礖,U+7916,여돌,균형
여,艅,U+8245,나룻배,균형
여,茹,U+8339,띠 뿌리,균형
여,轝,U+8F5D,수레,균형
여,妤,U+59A4,,균형
여,悆,U+6086,,균형
여,舁,U+8201,마주들,균형
여,伃,U+4F03,궁녀 벼슬이름,균형
여,侞,U+4F9E,온순할,유연
역,晹,U+6679,,균형
역,繹,U+7E79,삭일,밝음
역,嶧,U+5DA7,연달아 있는 산,균형
역,懌,U+61CC,기꺼울,균형
역,淢,U+6DE2,빨리 흐를,균형
역,閾,U+95BE,문지방,개방
연,燃,U+71C3,불사를,균형
연,燕,U+71D5,제비,균형
연,沿,U+6CBF,물 따라 내려갈,균형
연,鉛,U+925B,납,균형
연,涎,U+6D8E,침,균형
연,縯,U+7E2F,길,균형
연,鳶,U+9CF6,솔개,개방
연,硯,U+786F,벼루,균형
연,曣,U+66E3,더울,균형
연,㜣,U+3723,,균형
연,醼,U+91BC,,균형
연,兗,U+5157,고을이름,균형
연,嬿,U+5B3F,아름다울,균형
연,莚,U+839A,만연할,균형
연,瓀,U+74C0,,균형
연,均,U+5747,고를,균형
연,戭,U+622D,,균형
연,囦,U+56E6,물 깊을,균형
연,姸,U+59F8,고울,균형
연,妍,U+598D,고울,균형
연,娟,U+5A1F,어여쁠,균형
연,姢,U+59E2,고울,균형
연,軟,U+8EDF,부드러울,유연
연,輭,U+8F2D,,균형
열,熱,U+71B1,뜨거울,균형
열,悅,U+6085,즐거울,균형
열,閱,U+95B1,겪을,균형
열,說,U+8AAA,기꺼울,균형
열,咽,U+54BD,목 멜,균형
열,潱,U+6F71,,균형
열,噎,U+564E,목 멜,균형
염,炎,U+708E,불꽃,균형
염,染,U+67D3,꼭두서니,균형
염,鹽,U+9E7D,소금,균형
염,艷,U+8277,고울,균형
염,艶,U+8276,고울,균형
엽,葉,U+8449,잎,균형
엽,燁,U+71C1,불 이글글할,균형
엽,曄,U+66C4,빛날,밝음
엽,熀,U+7180,불빛 이글이글할,밝음
엽,曅,U+66C5,빛날,밝음
엽,爗,U+7217,불 이글글할,균형
엽,靨,U+9768,웃는 볼 옴쏙 들어갈,균형
엽,枼,U+67BC,,균형
영,泳,U+6CF3,헤엄칠,균형
영,詠,U+8A60,읊을,균형
영,營,U+71DF,지을,균형
영,影,U+5F71,그림자,균형
영,潁,U+6F41,물 이름,균형
영,瀛,U+701B,큰 바다,성장
영,纓,U+7E93,갓끈,균형
영,霙,U+9719,눈꽃,균형
영,嬴,U+5B34,성씨,균형
영,𢥏,U+2294F,,균형
영,蠑,U+8811,도마뱀,균형
영,朠,U+6720,,균형
영,浧,U+6D67,잠길,균형
영,䀴,U+4034,,균형
영,栐,U+6810,,균형
영,濴,U+6FF4,물 졸졸 흐를,균형
영,癭,U+766D,목 혹,균형
영,韺,U+97FA,풍류이름,균형
예,藝,U+85DD,재주,지혜
예,豫,U+8C6B,기쁠,균형
예,譽,U+8B7D,칭찬할,균형
예,銳,U+92B3,날카로울,균형
오,誤,U+8AA4,그릇할,균형
오,烏,U+70CF,까마귀,균형
오,汚,U+6C5A,더러울,균형
오,嗚,U+55DA,탄식할,균형
오,鼇,U+9F07,매우 큰 자라,성장
오,鰲,U+9C32,큰 자라,성장
옥,玉,U+7389,구슬,균형
옥,屋,U+5C4B,집,균형
옥,獄,U+7344,감옥,균형
옥,沃,U+6C83,기름질,균형
옥,鈺,U+923A,보배,균형
온,溫,U+6EAB,따뜻할,온화
온,穩,U+7A69,편안할,안정
온,稳,U+7A33,편안할,안정
온,𥁕,U+25055,,균형
온,昷,U+6637,어질,지혜
옹,翁,U+7FC1,늙은이,균형
옹,擁,U+64C1,안을,균형
와,瓦,U+74E6,질그릇,균형
와,臥,U+81E5,누울,균형
완,完,U+5B8C,완전할,균형
완,緩,U+7DE9,느즈러질,균형
완,腕,U+8155,팔뚝,균형
완,豌,U+8C4C,동부,균형
완,阮,U+962E,성씨,균형
완,頑,U+9811,완고할,균형
완,妧,U+59A7,좋을,균형
완,岏,U+5C8F,산 뾰족할,균형
완,鋺,U+92FA,저울 바탕,균형
완,抏,U+628F,,균형
완,杬,U+676C,몸 주무를,균형
완,刓,U+5213,깎을,균형
완,忨,U+5FE8,탐할,균형
완,惋,U+60CB,한탄할,균형
완,涴,U+6DB4,물 굽이쳐 흐를,균형
완,盌,U+76CC,은 바리,균형
왈,曰,U+66F0,가로되,균형
왕,王,U+738B,임금,균형
왕,往,U+5F80,갈,균형
왕,旺,U+65FA,고울,균형
왕,汪,U+6C6A,물 출렁출렁할,균형
왕,枉,U+6789,굽을,균형
왕,瀇,U+7007,아득할,균형
왕,迬,U+8FEC,갈,균형
외,外,U+5916,바깥,균형
외,畏,U+754F,두려울,균형
외,嵬,U+5D6C,산 뾰족할,균형
외,巍,U+5DCD,높을,균형
외,猥,U+7325,더러울,균형
외,偎,U+504E,사랑할,균형
외,嵔,U+5D54,산이름,균형
외,崴,U+5D34,평평치 아니할,균형
외,渨,U+6E28,더러울,균형
외,煨,U+7168,불에 묻어 구울,균형
외,碨,U+78A8,돌 자갈 땅,균형
외,磈,U+78C8,돌 사닥다리,균형
외,聵,U+8075,배냇귀머거리,균형
외,隗,U+9697,높을,균형
요,橈,U+6A48,노,균형
요,燿,U+71FF,비칠,균형
요,窈,U+7A88,고요할,안정
요,窯,U+7AAF,기와가마,균형
요,繇,U+7E47,따를,균형
요,繞,U+7E5E,얽힐,균형
요,蟯,U+87EF,촌백충,균형
요,邀,U+9080,맞을,균형
요,暚,U+669A,,균형
요,偠,U+5060,허리 가늘,균형
요,喓,U+5593,벌레소리,균형
요,坳,U+5773,우묵할,균형
요,墝,U+589D,메마른 밭,균형
요,嬈,U+5B08,예쁜체 할,균형
욕,欲,U+6B32,욕심낼,균형
욕,浴,U+6D74,깨끗이할,청렴
욕,慾,U+617E,욕심낼,균형
욕,辱,U+8FB1,욕될,균형
욕,縟,U+7E1F,꾸밀,균형
욕,褥,U+8925,요,균형
욕,溽,U+6EBD,유월 더위,균형
욕,蓐,U+84D0,새싹,균형
용,用,U+7528,쓸,균형
용,勇,U+52C7,날랠,균형
용,容,U+5BB9,얼굴,균형
용,庸,U+5EB8,쓸,균형
용,鎔,U+9394,불릴,균형
용,熔,U+7194,쇠 녹일,밝음
용,涌,U+6D8C,물 넘칠,균형
용,湧,U+6E67,물 넘칠,균형
용,宂,U+5B82,번잡할,균형
용,冗,U+5197,쓸데없을,균형
우,雨,U+96E8,비,균형
우,㲾,U+3CBE,,균형
우,宇,U+5B87,집,균형
우,㝢,U+3762,,균형
욱,旭,U+65ED,빛날,밝음
욱,昱,U+6631,햇빛 밝을,밝음
욱,煜,U+715C,비칠,균형
욱,郁,U+90C1,문채날,균형
욱,頊,U+980A,머리 굽실거릴,균형
욱,彧,U+5F67,빛날,밝음
욱,勖,U+52D6,힘쓸,균형
욱,栯,U+682F,산앵두,균형
욱,燠,U+71E0,더울,균형
욱,稢,U+7A22,,균형
욱,𢒰,U+224B0,,균형
욱,稶,U+7A36,서직 무성할,균형
운,云,U+4E91,이를,균형
운,雲,U+96F2,구름,균형
운,運,U+904B,움직일,밝음
운,韻,U+97FB,울림,균형
운,篔,U+7BD4,왕대나무,균형
운,䉙,U+4259,,균형
웅,雄,U+96C4,수컷,균형
웅,熊,U+718A,곰,균형
원,園,U+5712,동산,균형
원,怨,U+6028,원망할,균형
원,圓,U+5713,둥글,균형
원,員,U+54E1,관원,균형
원,阮,U+962E,원나라,균형
원,鴛,U+9D1B,숫원앙새,균형
원,褑,U+8911,,균형
원,朊,U+670A,,균형
원,杬,U+676C,몸 주무를,균형
원,鋺,U+92FA,저울 바탕,균형
원,冤,U+51A4,원통할,개방
원,笎,U+7B0E,,균형
원,邍,U+908D,,균형
원,倇,U+5007,,균형
원,楥,U+6965,떡갈나무,균형
원,芫,U+82AB,고기 잡는 풀,균형
원,薗,U+8597,동산,균형
원,蜿,U+873F,굼틀거릴,균형
원,寃,U+5BC3,원통할,개방
원,貟,U+8C9F,,균형
월,月,U+6708,달,균형
월,越,U+8D8A,넘을,균형
월,鉞,U+925E,도끼,균형
월,刖,U+5216,발꿈치 자를,균형
월,粤,U+7CA4,말 내킬,균형
유,遺,U+907A,잃어버릴,균형
유,幼,U+5E7C,어릴,균형
유,幽,U+5E7D,숨을,균형
유,惟,U+60DF,꾀할,균형
유,鍮,U+936E,놋쇠,균형
유,曘,U+66D8,,균형
유,婑,U+5A51,,균형
유,囿,U+56FF,엔담,균형
유,牖,U+7256,엇살창,균형
유,逌,U+900C,빙그레할,균형
유,姷,U+59F7,,균형
유,聈,U+8048,,균형
유,蕤,U+8564,더북할,균형
유,甤,U+7524,,균형
유,湵,U+6E75,,균형
유,瑈,U+7448,,균형
유,需,U+9700,음식,균형
유,揉,U+63C9,풀,균형
유,兪,U+516A,그럴,균형
유,俞,U+4FDE,대답할,균형
유,濡,U+6FE1,적실,균형
유,㴗,U+3D17,,균형
육,肉,U+8089,고기,균형
육,育,U+80B2,기를,균형
육,堉,U+5809,기름진 땅,균형
육,毓,U+6BD3,기를,균형
육,儥,U+5125,팔,균형
윤,閏,U+958F,윤달,균형
윤,潤,U+6F64,젖을,균형
윤,尹,U+5C39,다스릴,균형
윤,允,U+5141,미쁠,균형
윤,玧,U+73A7,귀막이 구슬,균형
윤,鈗,U+9217,창,균형
윤,胤,U+80E4,맏아들,균형
윤,阭,U+962D,,균형
윤,奫,U+596B,물 깊을,균형
윤,贇,U+8D07,예쁠,균형
윤,昀,U+6600,햇빛,밝음
윤,荺,U+837A,,균형
윤,鋆,U+92C6,금,균형
윤,橍,U+6A4D,,균형
윤,沇,U+6C87,물 졸졸 흐를,균형
윤,匀,U+5300,나눌,균형
윤,䦞,U+499E,,균형
윤,閠,U+95A0,,균형
윤,㣧,U+38E7,,균형
은,恩,U+6069,은혜,균형
은,銀,U+9280,은,균형
은,隱,U+96B1,숨을,균형
은,訢,U+8A22,기뻐할,균형
은,蒑,U+8491,,균형
은,泿,U+6CFF,,균형
은,蒽,U+84BD,,균형
은,憖,U+6196,물을,균형
은,圁,U+5701,물이름,균형
은,嶾,U+5DBE,,균형
은,𪙤,U+2A664,,균형
은,𰜩,U+30729,,균형
은,嚚,U+569A,어리석을,균형
은,垽,U+57BD,해감,밝음
은,狺,U+72FA,뭇 개 짖는 소리,개방
은,癮,U+766E,두드러기,균형
은,訔,U+8A14,시비할,균형
은,誾,U+8ABE,화평할,균형
은,𨶡,U+28DA1,,균형
을,乙,U+4E59,새,균형
을,圪,U+572A,,균형
을,鳦,U+9CE6,제비,균형
음,蔭,U+852D,덮을,균형
음,愔,U+6114,조용할,균형
음,韾,U+97FE,,균형
음,喑,U+5591,소리지를,균형
음,崟,U+5D1F,멧부리,균형
음,廕,U+5ED5,덮을,균형
음,霪,U+972A,장마,강인함
음,噾,U+567E,,균형
읍,邑,U+9091,고을,균형
읍,泣,U+6CE3,눈물 줄줄 흘릴,균형
읍,揖,U+63D6,읍할,균형
읍,悒,U+6092,답답할,균형
읍,挹,U+6339,잡아당길,균형
읍,浥,U+6D65,젖을,균형
응,應,U+61C9,응당,균형
응,凝,U+51DD,엉길,균형
응,膺,U+81BA,가슴,균형
응,鷹,U+9DF9,매,균형
응,𥌾,U+2533E,,균형
의,矣,U+77E3,말 그칠,균형
의,醫,U+91AB,의원,균형
의,意,U+610F,뜻,균형
의,宜,U+5B9C,옳을,균형
의,医,U+533B,의원,균형
이,邇,U+9087,가까울,균형
이,飴,U+98F4,엿,균형
이,貳,U+8CB3,두,균형
이,媐,U+5A90,,균형
이,杝,U+675D,,균형
이,䏪,U+43EA,,균형
이,㛅,U+36C5,,균형
이,珆,U+73C6,옥돌,균형
이,鴯,U+9D2F,,균형
이,羡,U+7FA1,고을 이름,균형
이,巸,U+5DF8,,균형
이,佴,U+4F74,버금,균형
이,廙,U+5ED9,,균형
이,咿,U+54BF,선웃음칠,균형
이,彝,U+5F5D,떳떳할,균형
이,彛,U+5F5B,떳떳할,균형
익,益,U+76CA,더할,균형
익,翼,U+7FFC,날개,개방
익,翊,U+7FCA,도울,균형
익,瀷,U+7037,강이름,강인함
익,謚,U+8B1A,웃을,균형
익,翌,U+7FCC,다음날,균형
익,熤,U+71A4,빛날,밝음
익,弋,U+5F0B,주살,균형
익,鷁,U+9DC1,익새,균형
인,忍,U+5FCD,참을,균형
인,認,U+8A8D,알,균형
인,寅,U+5BC5,세째지지,균형
인,印,U+5370,도장,강인함
일,一,U+4E00,한,균형
일,日,U+65E5,날,균형
일,逸,U+9038,달아날,균형
일,溢,U+6EA2,넘칠,균형
일,鎰,U+93B0,중량,균형
일,馹,U+99B9,역말,균형
일,佾,U+4F7E,춤,균형
일,佚,U+4F5A,편안할,안정
일,壹,U+58F9,한,균형
일,劮,U+52AE,기쁠,균형
일,泆,U+6CC6,끊을,균형
일,軼,U+8EFC,앞지를,균형
일,欥,U+6B25,,균형
일,𨓜,U+284DC,,균형
임,壬,U+58EC,아홉째천간,균형
임,任,U+4EFB,맡길,균형
임,賃,U+8CC3,품팔이,균형
임,妊,U+598A,아이밸,균형
임,稔,U+7A14,곡식익을,균형
임,恁,U+6041,생각할,균형
임,荏,U+834F,들깨,균형
임,䚾,U+46BE,,균형
임,䛘,U+46D8,,균형
임,絍,U+7D4D,짤,균형
임,衽,U+887D,옷깃,균형
임,銋,U+928B,젖을,균형
임,飪,U+98EA,익힐,균형
임,姙,U+59D9,아이 밸,균형
입,入,U+5165,들,균형
입,廿,U+5EFF,스물,균형
입,卄,U+5344,스물,균형
자,姊,U+59CA,,균형
자,慈,U+6148,사랑할,균형
자,茲,U+8332,무성할,균형
자,紫,U+7D2B,자주빛,밝음
자,秄,U+79C4,,균형
자,褯,U+892F,,균형
자,呰,U+5470,주차할,균형
자,嬨,U+5B28,계집성품너그러고순할,유연
자,孖,U+5B56,쌍둥이,균형
자,孶,U+5B76,부지런할,균형
자,柘,U+67D8,산뽕나무,균형
자,泚,U+6CDA,맑을,청렴
자,牸,U+7278,암컷,균형
자,眦,U+7726,흘길,균형
자,眥,U+7725,흘길,균형
자,耔,U+8014,복돋을,균형
자,胾,U+80FE,고깃점,균형
자,茈,U+8308,지치,균형
자,姉,U+59C9,손위 누이,균형
자,玆,U+7386,이,균형
작,作,U+4F5C,지을,균형
작,昨,U+6628,어제,균형
작,酌,U+914C,따를,균형
작,爵,U+7235,벼슬,균형
잔,殘,U+6B98,해칠,밝음
잔,孱,U+5B71,잔약할,균형
잔,棧,U+68E7,잔교,균형
잔,潺,U+6F7A,물이 줄줄 흐르는 모양,균형
잔,盞,U+76DE,작은 술잔,균형
잔,剗,U+5257,깍을,균형
잔,驏,U+9A4F,안장 얹지 않은 말,강인함
잠,潛,U+6F5B,잠길,균형
잠,暫,U+66AB,잠시,균형
잠,箴,U+7BB4,바늘,균형
잠,岑,U+5C91,봉우리,균형
잠,簪,U+7C2A,비녀,균형
잠,蠶,U+8836,누에,균형
잠,涔,U+6D94,괸물,균형
잠,潜,U+6F5C,잠길,균형
잡,雜,U+96DC,섞일,밝음
잡,卡,U+5361,관,균형
잡,囃,U+56C3,장단 잡을,강인함
잡,眨,U+7728,눈 깜작일,밝음
잡,磼,U+78FC,산 높을,균형
잡,襍,U+894D,섞일,밝음
장,莊,U+838A,엄할,균형
장,裝,U+88DD,차려 입을,균형
장,奬,U+596C,도울,균형
장,墻,U+58BB,담,균형
장,獐,U+7350,노루,균형
장,臧,U+81E7,착할,균형
장,贓,U+8D13,장물,강인함
장,醬,U+91AC,장,강인함
장,傽,U+50BD,놀랄,균형
장,妝,U+599D,꾸밀,균형
장,嬙,U+5B19,궁녀,균형
장,嶂,U+5D82,높고 가파른 산,균형
장,廧,U+5EE7,담,균형
장,戕,U+6215,죽일,밝음
장,牂,U+7242,암양,균형
장,瘴,U+7634,장기,강인함
장,糚,U+7CDA,단장할,강인함
장,羘,U+7F98,수양,균형
재,栽,U+683D,심을,균형
재,再,U+518D,두 번,균형
재,哉,U+54C9,비로소,균형
재,災,U+707D,재앙,균형
재,㘽,U+363D,,균형
쟁,爭,U+722D,다툴,균형
쟁,錚,U+931A,쇳소리 쟁그렁거릴,균형
쟁,箏,U+7B8F,쟁,균형
쟁,諍,U+8ACD,간할,균형
쟁,崢,U+5D22,가파를,균형
쟁,猙,U+7319,밉살스럴,균형
쟁,琤,U+7424,옥소리,균형
쟁,鎗,U+9397,금석소리,균형
저,箸,U+7BB8,젓가락,균형
저,紵,U+7D35,모시,균형
저,菹,U+83F9,김치,균형
저,藷,U+85F7,마,균형
저,詛,U+8A5B,저주할,균형
저,躇,U+8E87,머뭇거릴,균형
저,這,U+9019,맞을,균형
저,雎,U+96CE,저구,균형
저,齟,U+9F5F,이 어긋날,균형
저,宁,U+5B81,조회 받는 곳,균형
저,岨,U+5CA8,돌산에 흙 덮일,밝음
저,杼,U+677C,북,균형
저,柢,U+67E2,뿌리,균형
저,氐,U+6C10,낮을,균형
적,滴,U+6EF4,물방울,개방
적,摘,U+6458,딸,균형
적,寂,U+5BC2,고요할,안정
적,籍,U+7C4D,문서,균형
전,展,U+5C55,펼칠,개방
전,戰,U+6230,싸움,균형
전,電,U+96FB,번개,개방
전,錢,U+9322,돈,균형
전,鐫,U+942B,새길,균형
전,顫,U+986B,사지 떨릴,균형
전,餞,U+991E,전별잔치,균형
전,吮,U+542E,빨,균형
전,囀,U+56C0,새 지저귈,균형
전,嫥,U+5AE5,아름다울,균형
전,屇,U+5C47,구멍,균형
전,巓,U+5DD3,산꼭대기,균형
전,戩,U+6229,다할,균형
전,揃,U+63C3,가를,균형
전,旃,U+65C3,기,균형
전,栴,U+6834,향나무,균형
전,湔,U+6E54,빨,균형
전,澶,U+6FB6,물이름,균형
절,晢,U+6662,밝을,밝음
절,截,U+622A,끊을,균형
절,浙,U+6D59,쌀 씻을,균형
절,癤,U+7664,멍울,균형
절,岊,U+5C8A,산 모퉁이 우뚝 내밀,균형
절,絕,U+7D55,끊을,균형
절,絶,U+7D76,끊을,균형
점,店,U+5E97,가게,균형
점,占,U+5360,점칠,균형
점,點,U+9EDE,더러울,균형
점,漸,U+6F38,번질,균형
점,点,U+70B9,점,균형
점,奌,U+594C,점찍을,균형
접,接,U+63A5,사귈,균형
접,蝶,U+8776,들나비,균형
접,摺,U+647A,접을,균형
접,椄,U+6904,나무 접붙일,밝음
접,楪,U+696A,널평상,균형
접,蜨,U+8728,나비,균형
접,跕,U+8DD5,미끄러질,균형
접,蹀,U+8E40,저벅저벅 걸을,균형
접,鰈,U+9C08,가자미,균형
정,精,U+7CBE,정교할,청렴
정,情,U+60C5,뜻,균형
정,靜,U+975C,고요할,안정
정,淨,U+6DE8,맑을,청렴
정,渟,U+6E1F,물 고일,밝음
정,釘,U+91D8,창,균형
정,涏,U+6D8F,,균형
정,𩓞,U+294DE,,균형
정,婷,U+5A77,아리따울,균형
정,旌,U+65CC,장목기,강인함
정,檉,U+6A89,능수버들,균형
정,瀞,U+701E,맑을,청렴
정,睛,U+775B,눈 검은자위,균형
정,碇,U+7887,닻돌,균형
정,穽,U+7A7D,구덩이,균형
정,艇,U+8247,거룻배,균형
정,諪,U+8AEA,조정할,청렴
